Timestamp;Type;Symbole;Action;Prix;Volume;Stop_Loss;Take_Profit;Message;Balance;Equity
2026-01-11 22:45:36;ERROR;;;;;;;Erreur dans analyze_pairs_opportunity: name 'RATIO_WINDOW' is not defined;;
2026-01-11 22:45:51;ERROR;;;;;;;Erreur dans analyze_pairs_opportunity: name 'RATIO_WINDOW' is not defined;;
2026-01-11 22:45:55;INFO;;;;;;;Connecté au compte MT5: 101181033;;
2026-01-11 22:45:55;INFO;;;;;;;Compte: 101181033, Balance: 10000.0, Equity: 10000.0;10000.0;10000.0
2026-01-11 22:45:55;INFO;;;;;;;Session démarrée: 20260111_224555;;
2026-01-11 22:45:58;ERROR;;;;;;;Erreur dans analyze_pairs_opportunity: name 'RATIO_WINDOW' is not defined;;
2026-01-11 22:46:06;ERROR;;;;;;;Erreur dans analyze_pairs_opportunity: name 'RATIO_WINDOW' is not defined;;
2026-01-11 22:46:13;ERROR;;;;;;;Erreur dans analyze_pairs_opportunity: name 'RATIO_WINDOW' is not defined;;
2026-01-11 22:46:21;ERROR;;;;;;;Erreur dans analyze_pairs_opportunity: name 'RATIO_WINDOW' is not defined;;
2026-01-11 22:46:28;ERROR;;;;;;;Erreur dans analyze_pairs_opportunity: name 'RATIO_WINDOW' is not defined;;
2026-01-11 22:46:36;ERROR;;;;;;;Erreur dans analyze_pairs_opportunity: name 'RATIO_WINDOW' is not defined;;
2026-01-11 22:46:43;ERROR;;;;;;;Erreur dans analyze_pairs_opportunity: name 'RATIO_WINDOW' is not defined;;
2026-01-11 22:46:51;ERROR;;;;;;;Erreur dans analyze_pairs_opportunity: name 'RATIO_WINDOW' is not defined;;
2026-01-11 22:46:58;ERROR;;;;;;;Erreur dans analyze_pairs_opportunity: name 'RATIO_WINDOW' is not defined;;
2026-01-11 22:47:06;ERROR;;;;;;;Erreur dans analyze_pairs_opportunity: name 'RATIO_WINDOW' is not defined;;
2026-01-11 22:47:13;ERROR;;;;;;;Erreur dans analyze_pairs_opportunity: name 'RATIO_WINDOW' is not defined;;
2026-01-11 22:47:21;ERROR;;;;;;;Erreur dans analyze_pairs_opportunity: name 'RATIO_WINDOW' is not defined;;
2026-01-11 22:47:28;ERROR;;;;;;;Erreur dans analyze_pairs_opportunity: name 'RATIO_WINDOW' is not defined;;
2026-01-11 22:47:36;ERROR;;;;;;;Erreur dans analyze_pairs_opportunity: name 'RATIO_WINDOW' is not defined;;
2026-01-11 22:47:43;ERROR;;;;;;;Erreur dans analyze_pairs_opportunity: name 'RATIO_WINDOW' is not defined;;
2026-01-11 22:47:47;INFO;;;;;;;Connecté au compte MT5: 101181033;;
2026-01-11 22:47:47;INFO;;;;;;;Compte: 101181033, Balance: 10000.0, Equity: 10000.0;10000.0;10000.0
2026-01-11 22:47:47;INFO;;;;;;;Session démarrée: 20260111_224747;;
2026-01-11 22:47:47;ERROR;;;;;;;Erreur dans analyze_pairs_opportunity: name 'RATIO_WINDOW' is not defined;;
2026-01-11 22:47:51;ERROR;;;;;;;Erreur dans analyze_pairs_opportunity: name 'RATIO_WINDOW' is not defined;;
2026-01-11 22:47:58;ERROR;;;;;;;Erreur dans analyze_pairs_opportunity: name 'RATIO_WINDOW' is not defined;;
2026-01-11 22:48:02;ERROR;;;;;;;Erreur dans analyze_pairs_opportunity: name 'RATIO_WINDOW' is not defined;;
2026-01-11 22:48:06;ERROR;;;;;;;Erreur dans analyze_pairs_opportunity: name 'RATIO_WINDOW' is not defined;;
